date,nok,usd,eur,gbp,brent,gdp yoy,interest rate
01/01/2019,12.810999870300293,109.62999725341797,125.9800033569336,139.60000610351562,,0.5191903605739956,
01/02/2019,12.6766996383667,109.66799926757812,125.68900299072266,139.85800170898438,6021.869823048706,,0.75
01/03/2019,12.232210159301758,107.44100189208984,121.60099792480469,134.48399353027344,6011.324137833406,,0.75
01/04/2019,12.40116024017334,107.80799865722656,122.79399871826172,136.14100646972656,6151.524551433104,,0.75
01/07/2019,12.605609893798828,108.52200317382812,123.82099914550781,138.18299865722656,6221.566640665289,,0.75
01/08/2019,12.735250473022461,108.61599731445312,124.66000366210938,138.8560028076172,6377.931494892575,,0.75
01/09/2019,12.741640090942383,108.7760009765625,124.60900115966797,138.54200744628906,6683.197350618895,,0.75
01/10/2019,12.78441047668457,108.18900299072266,125.01499938964844,138.46299743652344,6673.097737484437,,0.75
01/11/2019,12.774539947509766,108.2979965209961,124.61900329589844,138.08999633789062,6549.862780014955,,0.75
01/14/2019,12.696000099182129,108.45800018310547,124.29000091552734,139.35800170898438,6397.937612844544,,0.75
01/15/2019,12.663000106811523,108.25,124.18699645996094,139.343994140625,6564.279933929443,,0.75
01/16/2019,12.720009803771973,108.64399719238281,123.9800033569336,139.83900451660156,6662.049874681397,,0.75
01/17/2019,12.771309852600098,109.03700256347656,124.2760009765625,140.49000549316406,6670.8838501089485,,0.75
01/18/2019,12.766929626464844,109.15299987792969,124.3479995727539,141.70799255371094,6843.893175623321,,0.75
01/21/2019,12.803999900817871,109.66100311279297,124.62799835205078,140.91900634765625,6843.893175623321,,0.75
01/22/2019,12.812760353088379,109.66999816894531,124.68099975585938,141.34500122070312,6744.704887390137,,0.75
01/23/2019,12.709650039672852,109.3550033569336,124.26000213623047,141.68899536132812,6685.964838497923,,0.75
01/24/2019,12.78246021270752,109.49199676513672,124.66000366210938,143.2310028076172,6688.866099089355,,0.75
01/25/2019,12.770919799804688,109.59700012207031,123.96900177001953,143.78199768066406,6755.559020631714,,0.75
01/28/2019,12.851129531860352,109.4000015258789,124.85399627685547,144.48800659179688,6556.342124832154,,0.75
01/29/2019,12.836689949035645,109.25399780273438,124.8499984741211,143.74000549316406,6699.455111921998,,0.75
01/30/2019,12.848999977111816,109.41699981689453,125.11000061035156,143.05999755859375,6745.55820566864,,0.75
01/31/2019,12.940210342407227,108.98100280761719,125.16500091552734,142.91000366210938,6744.834197246702,,0.75
02/01/2019,12.904729843139648,108.84400177001953,124.58000183105469,142.6820068359375,6734.178273253172,,0.75
02/04/2019,12.970000267028809,109.43800354003906,125.33999633789062,143.10499572753906,6840.9694175997865,,0.75
02/05/2019,12.991000175476074,109.96099853515625,125.75299835205078,143.2899932861328,6815.382638872834,,0.75
02/06/2019,12.958999633789062,109.94100189208984,125.43199920654297,142.43899536132812,6892.201257634122,,0.75
02/07/2019,12.870699882507324,109.9739990234375,124.9800033569336,142.21800231933594,6777.697677279357,,0.75
02/08/2019,12.767000198364258,109.75599670410156,124.4540023803711,142.1230010986328,6815.847227850347,,0.75
02/11/2019,12.70460033416748,109.80999755859375,124.3479995727539,142.00999450683594,6754.412765516667,,0.75
02/12/2019,12.669859886169434,110.4000015258789,124.5199966430664,142.0,6891.167893096921,,0.75
02/13/2019,12.785690307617188,110.51499938964844,125.25599670410156,142.47000122070312,7029.85917862854,,0.75
02/14/2019,12.806790351867676,110.9229965209961,124.95099639892578,142.59100341796875,7162.297851509706,,0.75
02/15/2019,12.772820472717285,110.53800201416016,124.8499984741211,141.4550018310547,7323.14263343811,,0.75
02/18/2019,12.79800033569336,110.56400299072266,124.9000015258789,142.677001953125,7323.14263343811,,0.75
02/19/2019,12.845410346984863,110.59100341796875,125.09300231933594,142.89999389648438,7348.771839627065,,0.75
02/20/2019,12.89680004119873,110.5719985961914,125.39399719238281,144.41000366210938,7417.169868295896,,0.75
02/21/2019,12.897000312805176,110.76499938964844,125.6719970703125,144.48800659179688,7429.0084752609255,,0.75
02/22/2019,12.830530166625977,110.70800018310547,125.54000091552734,144.3679962158203,7430.721276358643,,0.75
02/25/2019,12.88125991821289,110.77200317382812,125.63200378417969,144.71400451660156,7173.595162171638,,0.75
02/26/2019,12.923990249633789,111.0459976196289,126.20600128173828,145.76100158691406,7241.309403110354,,0.75
02/27/2019,12.915539741516113,110.55599975585938,125.93000030517578,146.56100463867188,7339.812756313477,,0.75
02/28/2019,12.97089958190918,110.86199951171875,126.15599822998047,147.63600158691406,7320.2176924292,,0.75
03/01/2019,13.006609916687012,111.35700225830078,126.64600372314453,147.70399475097656,7246.000102964172,,0.75
03/04/2019,13.06581974029541,111.93800354003906,127.30999755859375,148.14999389648438,7350.968487509759,,0.75
03/05/2019,12.91427993774414,111.7770004272461,126.71900177001953,147.2969970703125,7361.633316361695,,0.75
03/06/2019,12.90470027923584,111.86599731445312,126.46900177001953,147.13999938964844,7382.03692380921,,0.75
03/07/2019,12.887709617614746,111.62300109863281,126.28099822998047,147.1269989013672,7400.605313485721,,0.75
03/08/2019,12.716779708862305,111.63400268554688,125.01000213623047,146.12899780273438,7338.819098071894,,0.75
03/11/2019,12.704179763793945,111.08000183105469,124.73999786376953,144.25900268554688,7395.706725305179,,0.75
03/12/2019,12.865530014038086,111.34200286865234,125.35800170898438,147.4739990234375,7423.1711273797555,,0.75
03/13/2019,12.88601016998291,111.30599975585938,125.62799835205078,145.40499877929688,7518.720623187255,,0.75
03/14/2019,12.979000091552734,111.19599914550781,125.98999786376953,147.71299743652344,7475.707395830075,,0.75
03/15/2019,13.039600372314453,111.75299835205078,126.36000061035156,148.156005859375,7505.331778575433,,0.75
03/18/2019,13.067999839782715,111.56099700927734,126.2699966430664,148.32899475097656,7534.829840143735,,0.75
03/19/2019,13.026840209960938,111.37300109863281,126.24800109863281,147.69700622558594,7529.92867225525,,0.75
03/20/2019,13.061659812927246,111.4010009765625,126.48999786376953,147.83799743652344,7630.968566894531,,0.75
03/21/2019,13.02865982055664,110.66000366210938,126.45800018310547,146.1199951171875,7509.387916052248,,0.75
03/22/2019,13.109939575195312,110.80599975585938,126.01000213623047,145.48199462890625,7427.326028374024,,1.0
03/25/2019,12.85534954071045,110.08100128173828,124.34200286865234,145.36500549316406,7398.543995363463,,1.0
03/26/2019,12.897000312805176,110.06800079345703,124.5199966430664,145.447998046875,7481.322148291627,,1.0
03/27/2019,12.94198989868164,110.55400085449219,124.62000274658203,146.02000427246094,7498.878080390627,,1.0
03/28/2019,12.78499984741211,110.48999786376953,124.30999755859375,145.322998046875,7493.431621401978,,1.0
03/29/2019,12.807950019836426,110.63700103759766,124.22000122070312,144.42100524902344,7566.464433433837,,1.0
04/01/2019,12.889220237731934,110.99500274658203,124.56999969482422,144.53399658203125,7659.765376652533,1.079696658255469,1.0
04/02/2019,12.96951961517334,111.45099639892578,124.87899780273438,145.63299560546875,7731.3559263027855,,1.0
04/03/2019,12.9350004196167,111.30500030517578,124.68000030517578,146.10400390625,7714.54929941101,,1.0
04/04/2019,13.004779815673828,111.3949966430664,125.25499725341797,146.76300048828125,7730.812937004084,,1.0
04/05/2019,12.983180046081543,111.65799713134766,125.31199645996094,145.96400451660156,7854.023109315196,,1.0
04/08/2019,12.973739624023438,111.71099853515625,125.31099700927734,145.63099670410156,7942.651825392153,,1.0
04/09/2019,13.02534008026123,111.45600128173828,125.44999694824219,145.5760040283203,7869.908318530885,,1.0
04/10/2019,12.981969833374023,111.1050033569336,125.16400146484375,145.05799865722656,7969.562263764965,,1.0
04/11/2019,13.062000274658203,110.98500061035156,125.12000274658203,145.3300018310547,7861.067796450807,,1.0
04/12/2019,13.080769538879395,111.62100219726562,125.68900299072266,145.72000122070312,7986.483047854621,,1.0
04/15/2019,13.1943998336792,112.02799987792969,126.61000061035156,146.5679931640625,7974.1530654992675,,1.0
04/16/2019,13.182000160217285,111.94300079345703,126.54900360107422,146.61000061035156,8028.552153555909,,1.0
04/17/2019,13.185330390930176,111.99299621582031,126.33799743652344,146.03199768066406,8020.938696575002,,1.0
04/18/2019,13.184100151062012,112.03600311279297,126.54499816894531,146.02000427246094,8063.231280790409,,
04/19/2019,13.151510238647461,111.98899841308594,125.82099914550781,145.48899841308594,8063.231280790409,,
04/22/2019,13.133000373840332,111.91000366210938,125.8270034790039,145.39199829101562,8285.816773599247,,
04/23/2019,13.173569679260254,111.92900085449219,126.01200103759766,145.28900146484375,8339.830092774355,,1.0
04/24/2019,13.07699966430664,111.87699890136719,125.55000305175781,144.73699951171875,8342.6677739328,,1.0
04/25/2019,12.973999977111816,112.12999725341797,125.12699890136719,144.6999969482422,8336.865124694828,,1.0
04/26/2019,12.866169929504395,111.53900146484375,124.29900360107422,143.88800048828125,8047.539125883486,,1.0
04/29/2019,12.83899974822998,111.59300231933594,124.50199890136719,144.1999969482422,8039.159989251406,,1.0
04/30/2019,12.906999588012695,111.677001953125,124.97000122070312,144.46499633789062,8130.086082998663,,1.0
05/01/2019,12.899999618530273,111.3949966430664,124.98100280761719,145.29800415039062,8040.490891691588,,
05/02/2019,12.854180335998535,111.4520034790039,124.87799835205078,145.4770050048828,7885.229246139526,,1.0
05/03/2019,12.727999687194824,111.49500274658203,124.59600067138672,145.30799865722656,7899.420774467464,,1.0
05/06/2019,12.643989562988281,110.62300109863281,123.75599670410156,145.47900390625,7880.782361950376,,1.0
05/07/2019,12.69536018371582,110.80500030517578,124.11000061035156,145.11500549316406,7743.053116990661,,1.0
05/08/2019,12.60200023651123,110.25700378417969,123.3759994506836,144.05999755859375,7758.78565912263,,1.0
05/09/2019,12.55459976196289,110.02799987792969,123.20600128173828,143.1580047607422,7744.870844251709,,1.0
05/10/2019,12.496999740600586,109.80699920654297,123.18199920654297,142.83900451660156,7754.570585559995,,1.0
05/13/2019,12.56404972076416,109.65399932861328,123.1989974975586,142.62600708007812,7701.000740949705,,1.0
05/14/2019,12.4581298828125,109.15399932861328,122.5999984741211,141.48300170898438,7776.130678992311,,1.0
05/15/2019,12.535989761352539,109.6709976196289,122.8740005493164,141.54100036621094,7871.08713100251,,1.0
05/16/2019,12.555999755859375,109.4749984741211,122.66999816894531,140.63600158691406,7950.0746898727375,,1.0
05/17/2019,12.545929908752441,109.87100219726562,122.75900268554688,140.60000610351562,7933.784968074644,,
05/20/2019,12.541740417480469,110.16000366210938,122.98999786376953,140.23599243164062,7928.215598034672,,1.0
05/21/2019,12.524829864501953,110.06999969482422,122.91999816894531,140.08999633789062,7944.85261156311,,1.0
05/22/2019,12.524829864501953,110.06999969482422,123.43800354003906,140.4929962158203,7944.85261156311,,1.0
05/23/2019,12.579999923706055,110.22100067138672,122.93000030517578,139.572998046875,7468.575240950624,,1.0
05/24/2019,12.518010139465332,109.55799865722656,122.5260009765625,138.7220001220703,7525.539195240475,,1.0
05/27/2019,12.593999862670898,109.4010009765625,122.62300109863281,139.19200134277344,7525.539195240475,,1.0
05/28/2019,12.553999900817871,109.50900268554688,122.57499694824219,138.86000061035156,7677.676245122682,,1.0
05/29/2019,12.53969955444336,109.34600067138672,122.11199951171875,138.39100646972656,7594.079412930296,,1.0
05/30/2019,12.526000022888184,109.54199981689453,121.98699951171875,138.3350067138672,7325.073828621826,,
05/31/2019,12.458000183105469,109.35700225830078,121.71700286865234,137.87899780273438,7052.432842026057,,1.0
06/03/2019,12.350000381469727,108.21199798583984,120.91100311279297,136.76100158691406,6631.2311044775415,,1.0
06/04/2019,12.415929794311523,108.0270004272461,121.48200225830078,136.79100036621094,6694.433348345337,,1.0
06/05/2019,12.444600105285645,108.25399780273438,121.8239974975586,137.49000549316406,6563.440002407529,,1.0
06/06/2019,12.399999618530273,108.3280029296875,121.63999938964844,137.43699645996094,6680.587742319331,,1.0
06/07/2019,12.469400405883789,108.4540023803711,122.29100036621094,137.68899536132812,6864.053909946291,,1.0
06/10/2019,12.579179763793945,108.4489974975586,122.73999786376953,137.94000244140625,6755.288153410947,,
06/11/2019,12.525050163269043,108.35900115966797,122.63400268554688,137.50799560546875,6749.682281441346,,1.0
06/12/2019,12.568380355834961,108.4739990234375,122.88600158691406,138.00999450683594,6505.1858538500965,,1.0
06/13/2019,12.52400016784668,108.48799896240234,122.51599884033203,137.69700622558594,6651.399365370482,,1.0
06/14/2019,12.480899810791016,108.32099914550781,122.18000030517578,137.33700561523438,6716.984975199739,,1.0
06/17/2019,12.467000007629395,108.57599639892578,121.77999877929688,136.73800659179688,6616.621071444097,,1.0
06/18/2019,12.432999610900879,108.53900146484375,121.83300018310547,136.125,6744.6134847784415,,1.0
06/19/2019,12.422479629516602,108.572998046875,121.5780029296875,136.427001953125,6711.982706123963,,1.0
06/20/2019,12.435319900512695,108.11499786376953,121.47200012207031,136.79800415039062,6968.011282379157,,1.0
06/21/2019,12.543530464172363,107.2770004272461,121.16899871826172,136.32200622558594,6994.460100473021,,1.25
06/24/2019,12.633079528808594,107.31199645996094,122.16400146484375,136.8179931640625,6960.256155891111,,1.25
06/25/2019,12.623000144958496,107.3270034790039,122.3489990234375,136.71499633789062,6981.6219038452255,,1.25
06/26/2019,12.543479919433594,107.16600036621094,121.80999755859375,135.97999572753906,7125.46713541809,,1.25
06/27/2019,12.6850004196167,107.73799896240234,122.53500366210938,136.7550048828125,7169.964159738156,,1.25
06/28/2019,12.657549858093262,107.74700164794922,122.51899719238281,136.54600524902344,7170.563288488775,,1.25
07/01/2019,12.715069770812988,108.38200378417969,123.125,137.57000732421875,7051.332901594229,1.0175909306126665,1.25
07/02/2019,12.621000289916992,108.36599731445312,122.31099700927734,137.01800537109375,6762.0383977752645,,1.25
07/03/2019,12.578880310058594,107.80500030517578,121.69999694824219,135.77999877929688,6880.115086576843,,1.25
07/04/2019,12.636739730834961,107.77899932861328,121.62999725341797,135.57000732421875,6880.115086576843,,1.25
07/05/2019,12.63599967956543,107.80799865722656,121.66999816894531,135.63699340820312,6924.5081156579545,,1.25
07/08/2019,12.590999603271484,108.4739990234375,121.7699966430664,135.86300659179688,6954.268143599853,,1.25
07/09/2019,12.580129623413086,108.72100067138672,121.91000366210938,136.0500030517578,6975.539801224368,,1.25
07/10/2019,12.586999893188477,108.92400360107422,122.04399871826172,135.7010040283203,7298.997713994759,,1.25
07/11/2019,12.597999572753906,108.33399963378906,121.96399688720703,135.5050048828125,7206.377291969606,,1.25
07/12/2019,12.707289695739746,108.58799743652344,122.177001953125,135.98199462890625,7244.991321518552,,1.25
07/15/2019,12.628999710083008,107.83200073242188,121.54100036621094,135.55999755859375,7168.671770676272,,1.25
07/16/2019,12.631999969482422,107.88899993896484,121.50399780273438,135.05499267578125,6942.6569814468385,,1.25
07/17/2019,12.616350173950195,108.20099639892578,121.31199645996094,134.27999877929688,6888.075414245453,,1.25
07/18/2019,12.56779956817627,107.93699645996094,121.18099975585938,134.1840057373047,6684.538223705138,,1.25
07/19/2019,12.560230255126953,107.4010009765625,120.94300079345703,134.6929931640625,6709.340662110597,,1.25
07/22/2019,12.571999549865723,107.80999755859375,120.94000244140625,134.86000061035156,6820.060264601139,,1.25
07/23/2019,12.517660140991211,107.90399932861328,120.91000366210938,134.57000732421875,6887.5124747235095,,1.25
07/24/2019,12.46107006072998,108.23200225830078,120.69000244140625,134.58999633789062,6838.097935709229,,1.25
07/25/2019,12.517999649047852,108.18900299072266,120.54399871826172,135.06300354003906,6858.100833548582,,1.25
07/26/2019,12.52299976348877,108.66600036621094,121.0999984741211,135.2899932861328,6895.944283753051,,1.25
07/29/2019,12.461999893188477,108.63300323486328,120.87999725341797,134.4409942626953,6921.008536636655,,1.25
07/30/2019,12.510459899902344,108.86599731445312,121.3010025024414,132.98199462890625,7045.807479084469,,1.25
07/31/2019,12.39684009552002,108.56199645996094,121.1259994506836,132.01800537109375,7074.985110512702,,1.25
08/01/2019,12.279000282287598,108.81999969482422,120.45999908447266,132.24400329589844,6583.609981536865,,1.25
08/02/2019,12.07429027557373,107.43099975585938,119.01699829101562,130.24000549316406,6648.904509319458,,1.25
08/05/2019,11.953880310058594,106.5770034790039,118.37799835205078,129.4810028076172,6374.370724440465,,1.25
08/06/2019,11.846209526062012,105.59300231933594,118.72100067138672,128.36700439453125,6223.651411691739,,1.25
08/07/2019,11.940999984741211,106.33699798583984,119.14199829101562,129.38800048828125,5979.32934806656,,1.25
08/08/2019,11.854450225830078,106.12100219726562,118.9000015258789,128.83999633789062,6089.223219428561,,1.25
08/09/2019,11.860429763793945,105.8740005493164,118.44499969482422,128.55799865722656,6196.805122910766,,1.25
08/12/2019,11.874710083007812,105.38200378417969,118.10099792480469,126.66600036621094,6172.223929479369,,1.25
08/13/2019,11.822999954223633,105.35800170898438,118.16999816894531,127.2300033569336,6458.445424378966,,1.25
08/14/2019,12.017889976501465,106.58999633789062,119.13400268554688,128.5800018310547,6339.972933384706,,1.25
08/15/2019,11.795000076293945,105.91600036621094,118.0,127.69999694824219,6167.488652839966,,1.25
08/16/2019,11.758000373840332,106.08300018310547,117.83999633789062,128.25799560546875,6220.70706598938,,1.25
08/19/2019,11.8149995803833,106.43000030517578,118.0510025024414,129.3699951171875,6358.128396870423,,1.25
08/20/2019,11.861800193786621,106.5739974975586,118.11000061035156,129.25399780273438,6397.636939683231,,1.25
08/21/2019,11.819319725036621,106.27400207519531,117.93299865722656,129.24200439453125,6408.322244053648,,1.25
08/22/2019,11.895999908447266,106.59700012207031,118.20999908447266,129.31399536132812,6387.292052129516,,1.25
08/23/2019,11.831000328063965,106.46800231933594,118.0,130.4199981689453,6317.811273875122,,1.25
08/26/2019,11.652999877929688,104.85199737548828,116.83200073242188,128.5540008544922,6154.812325936888,,1.25
08/27/2019,11.765999794006348,105.97799682617188,117.64299774169922,129.51800537109375,6306.750413244939,,1.25
08/28/2019,11.732999801635742,105.73799896240234,117.26300048828125,129.875,6396.091734713438,,1.25
08/29/2019,11.732000350952148,106.06999969482422,117.58499908447266,129.593994140625,6478.755775579833,,1.25
08/30/2019,11.701970100402832,106.43800354003906,117.69999694824219,129.69200134277344,6432.048586406861,,1.25
